,metric,reporter,count,sample
4339,del_mh,GFP_BAR_010,0,HAP1_MPG_2h_BR2
4340,del_nomh,GFP_BAR_010,0,HAP1_MPG_2h_BR2
4341,ins,GFP_BAR_010,0,HAP1_MPG_2h_BR2
4342,repaired,GFP_BAR_010,0,HAP1_MPG_2h_BR2
4343,total,GFP_BAR_010,7726,HAP1_MPG_2h_BR2
4344,unrepaired,GFP_BAR_010,0,HAP1_MPG_2h_BR2
4345,A,GFP_BAR_DSBR_2,0,HAP1_MPG_2h_BR2
4346,C,GFP_BAR_DSBR_2,0,HAP1_MPG_2h_BR2
4347,G,GFP_BAR_DSBR_2,0,HAP1_MPG_2h_BR2
4348,T,GFP_BAR_DSBR_2,0,HAP1_MPG_2h_BR2
4349,del,GFP_BAR_DSBR_2,161,HAP1_MPG_2h_BR2
4350,del_mh,GFP_BAR_DSBR_2,19,HAP1_MPG_2h_BR2
4351,del_nomh,GFP_BAR_DSBR_2,142,HAP1_MPG_2h_BR2
4352,ins,GFP_BAR_DSBR_2,32,HAP1_MPG_2h_BR2
4353,repaired,GFP_BAR_DSBR_2,0,HAP1_MPG_2h_BR2
4354,total,GFP_BAR_DSBR_2,35960,HAP1_MPG_2h_BR2
4355,unrepaired,GFP_BAR_DSBR_2,0,HAP1_MPG_2h_BR2
4356,A,GFP_BAR_003,0,U2OS_WT_1h_BR3
4357,C,GFP_BAR_003,7141,U2OS_WT_1h_BR3
4358,G,GFP_BAR_003,433,U2OS_WT_1h_BR3
4359,T,GFP_BAR_003,0,U2OS_WT_1h_BR3
4360,del,GFP_BAR_003,1,U2OS_WT_1h_BR3
4361,del_mh,GFP_BAR_003,0,U2OS_WT_1h_BR3
4362,del_nomh,GFP_BAR_003,1,U2OS_WT_1h_BR3
4363,ins,GFP_BAR_003,0,U2OS_WT_1h_BR3
4364,repaired,GFP_BAR_003,433,U2OS_WT_1h_BR3
4365,total,GFP_BAR_003,7575,U2OS_WT_1h_BR3
4366,unrepaired,GFP_BAR_003,7141,U2OS_WT_1h_BR3
4367,A,GFP_BAR_004,0,U2OS_WT_1h_BR3
4368,C,GFP_BAR_004,0,U2OS_WT_1h_BR3
4369,G,GFP_BAR_004,0,U2OS_WT_1h_BR3
4370,T,GFP_BAR_004,0,U2OS_WT_1h_BR3
4371,del,GFP_BAR_004,0,U2OS_WT_1h_BR3
4372,del_mh,GFP_BAR_004,0,U2OS_WT_1h_BR3
4373,del_nomh,GFP_BAR_004,0,U2OS_WT_1h_BR3
4374,ins,GFP_BAR_004,0,U2OS_WT_1h_BR3
4375,repaired,GFP_BAR_004,0,U2OS_WT_1h_BR3
4376,total,GFP_BAR_004,135,U2OS_WT_1h_BR3
4377,unrepaired,GFP_BAR_004,0,U2OS_WT_1h_BR3
4378,A,GFP_BAR_005,10,U2OS_WT_1h_BR3
4379,C,GFP_BAR_005,5024,U2OS_WT_1h_BR3
4380,G,GFP_BAR_005,2,U2OS_WT_1h_BR3
4381,T,GFP_BAR_005,4247,U2OS_WT_1h_BR3
4382,del,GFP_BAR_005,20,U2OS_WT_1h_BR3
4383,del_mh,GFP_BAR_005,0,U2OS_WT_1h_BR3
4384,del_nomh,GFP_BAR_005,20,U2OS_WT_1h_BR3
4385,ins,GFP_BAR_005,2,U2OS_WT_1h_BR3
4386,repaired,GFP_BAR_005,5024,U2OS_WT_1h_BR3
4387,total,GFP_BAR_005,9303,U2OS_WT_1h_BR3
4388,unrepaired,GFP_BAR_005,4247,U2OS_WT_1h_BR3
4389,A,GFP_BAR_006,1027,U2OS_WT_1h_BR3
4390,C,GFP_BAR_006,6552,U2OS_WT_1h_BR3
4391,G,GFP_BAR_006,6,U2OS_WT_1h_BR3
4392,T,GFP_BAR_006,20,U2OS_WT_1h_BR3
4393,del,GFP_BAR_006,54,U2OS_WT_1h_BR3
4394,del_mh,GFP_BAR_006,3,U2OS_WT_1h_BR3
4395,del_nomh,GFP_BAR_006,51,U2OS_WT_1h_BR3
4396,ins,GFP_BAR_006,0,U2OS_WT_1h_BR3
4397,repaired,GFP_BAR_006,6552,U2OS_WT_1h_BR3
4398,total,GFP_BAR_006,7659,U2OS_WT_1h_BR3
4399,unrepaired,GFP_BAR_006,1027,U2OS_WT_1h_BR3
4400,A,GFP_BAR_007,1,U2OS_WT_1h_BR3
4401,C,GFP_BAR_007,13,U2OS_WT_1h_BR3
4402,G,GFP_BAR_007,337,U2OS_WT_1h_BR3
4403,T,GFP_BAR_007,1501,U2OS_WT_1h_BR3
4404,del,GFP_BAR_007,61,U2OS_WT_1h_BR3
4405,del_mh,GFP_BAR_007,0,U2OS_WT_1h_BR3
4406,del_nomh,GFP_BAR_007,61,U2OS_WT_1h_BR3
4407,ins,GFP_BAR_007,0,U2OS_WT_1h_BR3
4408,repaired,GFP_BAR_007,337,U2OS_WT_1h_BR3
4409,total,GFP_BAR_007,1913,U2OS_WT_1h_BR3
4410,unrepaired,GFP_BAR_007,1501,U2OS_WT_1h_BR3
4411,A,GFP_BAR_008,37,U2OS_WT_1h_BR3
4412,C,GFP_BAR_008,1,U2OS_WT_1h_BR3
4413,G,GFP_BAR_008,11808,U2OS_WT_1h_BR3
4414,T,GFP_BAR_008,2,U2OS_WT_1h_BR3
4415,del,GFP_BAR_008,11,U2OS_WT_1h_BR3
4416,del_mh,GFP_BAR_008,1,U2OS_WT_1h_BR3
4417,del_nomh,GFP_BAR_008,10,U2OS_WT_1h_BR3
4418,ins,GFP_BAR_008,1,U2OS_WT_1h_BR3
4419,repaired,GFP_BAR_008,11808,U2OS_WT_1h_BR3
4420,total,GFP_BAR_008,11859,U2OS_WT_1h_BR3
4421,unrepaired,GFP_BAR_008,37,U2OS_WT_1h_BR3
4422,A,GFP_BAR_009,17,U2OS_WT_1h_BR3
4423,C,GFP_BAR_009,9976,U2OS_WT_1h_BR3
4424,G,GFP_BAR_009,14,U2OS_WT_1h_BR3
4425,T,GFP_BAR_009,4905,U2OS_WT_1h_BR3
4426,del,GFP_BAR_009,249,U2OS_WT_1h_BR3
4427,del_mh,GFP_BAR_009,0,U2OS_WT_1h_BR3
4428,del_nomh,GFP_BAR_009,249,U2OS_WT_1h_BR3
4429,ins,GFP_BAR_009,0,U2OS_WT_1h_BR3
4430,repaired,GFP_BAR_009,4905,U2OS_WT_1h_BR3
4431,total,GFP_BAR_009,15161,U2OS_WT_1h_BR3
4432,unrepaired,GFP_BAR_009,9976,U2OS_WT_1h_BR3
4433,A,GFP_BAR_010,0,U2OS_WT_1h_BR3
4434,C,GFP_BAR_010,0,U2OS_WT_1h_BR3
4435,G,GFP_BAR_010,0,U2OS_WT_1h_BR3
4436,T,GFP_BAR_010,0,U2OS_WT_1h_BR3
4437,del,GFP_BAR_010,0,U2OS_WT_1h_BR3
4438,del_mh,GFP_BAR_010,0,U2OS_WT_1h_BR3
4439,del_nomh,GFP_BAR_010,0,U2OS_WT_1h_BR3
4440,ins,GFP_BAR_010,0,U2OS_WT_1h_BR3
4441,repaired,GFP_BAR_010,0,U2OS_WT_1h_BR3
4442,total,GFP_BAR_010,6554,U2OS_WT_1h_BR3
4443,unrepaired,GFP_BAR_010,0,U2OS_WT_1h_BR3
4444,A,GFP_BAR_DSBR_2,0,U2OS_WT_1h_BR3
4445,C,GFP_BAR_DSBR_2,0,U2OS_WT_1h_BR3
4446,G,GFP_BAR_DSBR_2,0,U2OS_WT_1h_BR3
4447,T,GFP_BAR_DSBR_2,0,U2OS_WT_1h_BR3
4448,del,GFP_BAR_DSBR_2,310,U2OS_WT_1h_BR3
4449,del_mh,GFP_BAR_DSBR_2,50,U2OS_WT_1h_BR3
4450,del_nomh,GFP_BAR_DSBR_2,260,U2OS_WT_1h_BR3
4451,ins,GFP_BAR_DSBR_2,11,U2OS_WT_1h_BR3
4452,repaired,GFP_BAR_DSBR_2,0,U2OS_WT_1h_BR3
4453,total,GFP_BAR_DSBR_2,15195,U2OS_WT_1h_BR3
4454,unrepaired,GFP_BAR_DSBR_2,0,U2OS_WT_1h_BR3
4455,A,GFP_BAR_003,1,U2OS_MSH2_4h_BR2
4456,C,GFP_BAR_003,17050,U2OS_MSH2_4h_BR2
4457,G,GFP_BAR_003,47,U2OS_MSH2_4h_BR2
4458,T,GFP_BAR_003,5,U2OS_MSH2_4h_BR2
4459,del,GFP_BAR_003,5,U2OS_MSH2_4h_BR2
4460,del_mh,GFP_BAR_003,0,U2OS_MSH2_4h_BR2
4461,del_nomh,GFP_BAR_003,5,U2OS_MSH2_4h_BR2
4462,ins,GFP_BAR_003,0,U2OS_MSH2_4h_BR2
4463,repaired,GFP_BAR_003,47,U2OS_MSH2_4h_BR2
4464,total,GFP_BAR_003,17108,U2OS_MSH2_4h_BR2
4465,unrepaired,GFP_BAR_003,17050,U2OS_MSH2_4h_BR2
4466,A,GFP_BAR_004,0,U2OS_MSH2_4h_BR2
4467,C,GFP_BAR_004,0,U2OS_MSH2_4h_BR2
4468,G,GFP_BAR_004,0,U2OS_MSH2_4h_BR2
4469,T,GFP_BAR_004,0,U2OS_MSH2_4h_BR2
4470,del,GFP_BAR_004,0,U2OS_MSH2_4h_BR2
4471,del_mh,GFP_BAR_004,0,U2OS_MSH2_4h_BR2
4472,del_nomh,GFP_BAR_004,0,U2OS_MSH2_4h_BR2
4473,ins,GFP_BAR_004,0,U2OS_MSH2_4h_BR2
4474,repaired,GFP_BAR_004,0,U2OS_MSH2_4h_BR2
4475,total,GFP_BAR_004,1089,U2OS_MSH2_4h_BR2
4476,unrepaired,GFP_BAR_004,0,U2OS_MSH2_4h_BR2
4477,A,GFP_BAR_005,11,U2OS_MSH2_4h_BR2
4478,C,GFP_BAR_005,15422,U2OS_MSH2_4h_BR2
4479,G,GFP_BAR_005,1,U2OS_MSH2_4h_BR2
4480,T,GFP_BAR_005,834,U2OS_MSH2_4h_BR2
4481,del,GFP_BAR_005,8,U2OS_MSH2_4h_BR2
4482,del_mh,GFP_BAR_005,0,U2OS_MSH2_4h_BR2
4483,del_nomh,GFP_BAR_005,8,U2OS_MSH2_4h_BR2
4484,ins,GFP_BAR_005,2,U2OS_MSH2_4h_BR2
4485,repaired,GFP_BAR_005,15422,U2OS_MSH2_4h_BR2
4486,total,GFP_BAR_005,16276,U2OS_MSH2_4h_BR2
4487,unrepaired,GFP_BAR_005,834,U2OS_MSH2_4h_BR2
4488,A,GFP_BAR_006,727,U2OS_MSH2_4h_BR2
4489,C,GFP_BAR_006,12833,U2OS_MSH2_4h_BR2
4490,G,GFP_BAR_006,5,U2OS_MSH2_4h_BR2
4491,T,GFP_BAR_006,4,U2OS_MSH2_4h_BR2
4492,del,GFP_BAR_006,49,U2OS_MSH2_4h_BR2
4493,del_mh,GFP_BAR_006,0,U2OS_MSH2_4h_BR2
4494,del_nomh,GFP_BAR_006,49,U2OS_MSH2_4h_BR2
4495,ins,GFP_BAR_006,1,U2OS_MSH2_4h_BR2
4496,repaired,GFP_BAR_006,12833,U2OS_MSH2_4h_BR2
4497,total,GFP_BAR_006,13618,U2OS_MSH2_4h_BR2
4498,unrepaired,GFP_BAR_006,727,U2OS_MSH2_4h_BR2
4499,A,GFP_BAR_007,11,U2OS_MSH2_4h_BR2
4500,C,GFP_BAR_007,21,U2OS_MSH2_4h_BR2
4501,G,GFP_BAR_007,6292,U2OS_MSH2_4h_BR2
4502,T,GFP_BAR_007,1576,U2OS_MSH2_4h_BR2
4503,del,GFP_BAR_007,152,U2OS_MSH2_4h_BR2
4504,del_mh,GFP_BAR_007,1,U2OS_MSH2_4h_BR2
4505,del_nomh,GFP_BAR_007,151,U2OS_MSH2_4h_BR2
4506,ins,GFP_BAR_007,0,U2OS_MSH2_4h_BR2
4507,repaired,GFP_BAR_007,6292,U2OS_MSH2_4h_BR2
4508,total,GFP_BAR_007,8052,U2OS_MSH2_4h_BR2
4509,unrepaired,GFP_BAR_007,1576,U2OS_MSH2_4h_BR2
4510,A,GFP_BAR_008,31,U2OS_MSH2_4h_BR2
4511,C,GFP_BAR_008,1,U2OS_MSH2_4h_BR2
4512,G,GFP_BAR_008,16592,U2OS_MSH2_4h_BR2
4513,T,GFP_BAR_008,4,U2OS_MSH2_4h_BR2
4514,del,GFP_BAR_008,27,U2OS_MSH2_4h_BR2
4515,del_mh,GFP_BAR_008,0,U2OS_MSH2_4h_BR2
4516,del_nomh,GFP_BAR_008,27,U2OS_MSH2_4h_BR2
4517,ins,GFP_BAR_008,0,U2OS_MSH2_4h_BR2
4518,repaired,GFP_BAR_008,16592,U2OS_MSH2_4h_BR2
4519,total,GFP_BAR_008,16655,U2OS_MSH2_4h_BR2
4520,unrepaired,GFP_BAR_008,31,U2OS_MSH2_4h_BR2
4521,A,GFP_BAR_009,25,U2OS_MSH2_4h_BR2
4522,C,GFP_BAR_009,8170,U2OS_MSH2_4h_BR2
4523,G,GFP_BAR_009,59,U2OS_MSH2_4h_BR2
4524,T,GFP_BAR_009,11842,U2OS_MSH2_4h_BR2
4525,del,GFP_BAR_009,361,U2OS_MSH2_4h_BR2
4526,del_mh,GFP_BAR_009,1,U2OS_MSH2_4h_BR2
4527,del_nomh,GFP_BAR_009,360,U2OS_MSH2_4h_BR2
4528,ins,GFP_BAR_009,0,U2OS_MSH2_4h_BR2
4529,repaired,GFP_BAR_009,11842,U2OS_MSH2_4h_BR2
4530,total,GFP_BAR_009,20457,U2OS_MSH2_4h_BR2
4531,unrepaired,GFP_BAR_009,8170,U2OS_MSH2_4h_BR2
4532,A,GFP_BAR_010,0,U2OS_MSH2_4h_BR2
4533,C,GFP_BAR_010,0,U2OS_MSH2_4h_BR2
4534,G,GFP_BAR_010,0,U2OS_MSH2_4h_BR2
4535,T,GFP_BAR_010,0,U2OS_MSH2_4h_BR2
4536,del,GFP_BAR_010,0,U2OS_MSH2_4h_BR2
4537,del_mh,GFP_BAR_010,0,U2OS_MSH2_4h_BR2
4538,del_nomh,GFP_BAR_010,0,U2OS_MSH2_4h_BR2
4539,ins,GFP_BAR_010,0,U2OS_MSH2_4h_BR2
4540,repaired,GFP_BAR_010,0,U2OS_MSH2_4h_BR2
4541,total,GFP_BAR_010,7617,U2OS_MSH2_4h_BR2
4542,unrepaired,GFP_BAR_010,0,U2OS_MSH2_4h_BR2
4543,A,GFP_BAR_DSBR_2,0,U2OS_MSH2_4h_BR2
4544,C,GFP_BAR_DSBR_2,0,U2OS_MSH2_4h_BR2
4545,G,GFP_BAR_DSBR_2,0,U2OS_MSH2_4h_BR2
4546,T,GFP_BAR_DSBR_2,0,U2OS_MSH2_4h_BR2
4547,del,GFP_BAR_DSBR_2,1507,U2OS_MSH2_4h_BR2
4548,del_mh,GFP_BAR_DSBR_2,218,U2OS_MSH2_4h_BR2
4549,del_nomh,GFP_BAR_DSBR_2,1289,U2OS_MSH2_4h_BR2
4550,ins,GFP_BAR_DSBR_2,63,U2OS_MSH2_4h_BR2
4551,repaired,GFP_BAR_DSBR_2,0,U2OS_MSH2_4h_BR2
4552,total,GFP_BAR_DSBR_2,32675,U2OS_MSH2_4h_BR2
4553,unrepaired,GFP_BAR_DSBR_2,0,U2OS_MSH2_4h_BR2
4554,A,GFP_BAR_003,1,TK6_WT_2h_BR0
4555,C,GFP_BAR_003,6263,TK6_WT_2h_BR0
4556,G,GFP_BAR_003,397,TK6_WT_2h_BR0
4557,T,GFP_BAR_003,0,TK6_WT_2h_BR0
4558,del,GFP_BAR_003,0,TK6_WT_2h_BR0
4559,del_mh,GFP_BAR_003,0,TK6_WT_2h_BR0
4560,del_nomh,GFP_BAR_003,0,TK6_WT_2h_BR0
4561,ins,GFP_BAR_003,0,TK6_WT_2h_BR0
4562,repaired,GFP_BAR_003,397,TK6_WT_2h_BR0
4563,total,GFP_BAR_003,6661,TK6_WT_2h_BR0
4564,unrepaired,GFP_BAR_003,6263,TK6_WT_2h_BR0
4565,A,GFP_BAR_004,0,TK6_WT_2h_BR0
4566,C,GFP_BAR_004,0,TK6_WT_2h_BR0
4567,G,GFP_BAR_004,0,TK6_WT_2h_BR0
4568,T,GFP_BAR_004,0,TK6_WT_2h_BR0
4569,del,GFP_BAR_004,0,TK6_WT_2h_BR0
4570,del_mh,GFP_BAR_004,0,TK6_WT_2h_BR0
4571,del_nomh,GFP_BAR_004,0,TK6_WT_2h_BR0
4572,ins,GFP_BAR_004,0,TK6_WT_2h_BR0
4573,repaired,GFP_BAR_004,0,TK6_WT_2h_BR0
4574,total,GFP_BAR_004,169,TK6_WT_2h_BR0
4575,unrepaired,GFP_BAR_004,0,TK6_WT_2h_BR0
4576,A,GFP_BAR_005,6,TK6_WT_2h_BR0
4577,C,GFP_BAR_005,1437,TK6_WT_2h_BR0
4578,G,GFP_BAR_005,2,TK6_WT_2h_BR0
4579,T,GFP_BAR_005,9443,TK6_WT_2h_BR0
4580,del,GFP_BAR_005,24,TK6_WT_2h_BR0
4581,del_mh,GFP_BAR_005,0,TK6_WT_2h_BR0
4582,del_nomh,GFP_BAR_005,24,TK6_WT_2h_BR0
4583,ins,GFP_BAR_005,0,TK6_WT_2h_BR0
4584,repaired,GFP_BAR_005,1437,TK6_WT_2h_BR0
4585,total,GFP_BAR_005,10912,TK6_WT_2h_BR0
4586,unrepaired,GFP_BAR_005,9443,TK6_WT_2h_BR0
4587,A,GFP_BAR_006,760,TK6_WT_2h_BR0
4588,C,GFP_BAR_006,10259,TK6_WT_2h_BR0
4589,G,GFP_BAR_006,11,TK6_WT_2h_BR0
4590,T,GFP_BAR_006,14,TK6_WT_2h_BR0
4591,del,GFP_BAR_006,49,TK6_WT_2h_BR0
4592,del_mh,GFP_BAR_006,2,TK6_WT_2h_BR0
4593,del_nomh,GFP_BAR_006,47,TK6_WT_2h_BR0
4594,ins,GFP_BAR_006,0,TK6_WT_2h_BR0
4595,repaired,GFP_BAR_006,10259,TK6_WT_2h_BR0
4596,total,GFP_BAR_006,11093,TK6_WT_2h_BR0
4597,unrepaired,GFP_BAR_006,760,TK6_WT_2h_BR0
4598,A,GFP_BAR_007,24,TK6_WT_2h_BR0
4599,C,GFP_BAR_007,11,TK6_WT_2h_BR0
4600,G,GFP_BAR_007,5460,TK6_WT_2h_BR0
4601,T,GFP_BAR_007,1941,TK6_WT_2h_BR0
4602,del,GFP_BAR_007,1005,TK6_WT_2h_BR0
4603,del_mh,GFP_BAR_007,1,TK6_WT_2h_BR0
4604,del_nomh,GFP_BAR_007,1004,TK6_WT_2h_BR0
4605,ins,GFP_BAR_007,0,TK6_WT_2h_BR0
4606,repaired,GFP_BAR_007,5460,TK6_WT_2h_BR0
4607,total,GFP_BAR_007,8441,TK6_WT_2h_BR0
4608,unrepaired,GFP_BAR_007,1941,TK6_WT_2h_BR0
4609,A,GFP_BAR_008,478,TK6_WT_2h_BR0
4610,C,GFP_BAR_008,0,TK6_WT_2h_BR0
4611,G,GFP_BAR_008,14984,TK6_WT_2h_BR0
4612,T,GFP_BAR_008,2,TK6_WT_2h_BR0
4613,del,GFP_BAR_008,21,TK6_WT_2h_BR0
4614,del_mh,GFP_BAR_008,0,TK6_WT_2h_BR0
4615,del_nomh,GFP_BAR_008,21,TK6_WT_2h_BR0
4616,ins,GFP_BAR_008,0,TK6_WT_2h_BR0
4617,repaired,GFP_BAR_008,14984,TK6_WT_2h_BR0
4618,total,GFP_BAR_008,15485,TK6_WT_2h_BR0
4619,unrepaired,GFP_BAR_008,478,TK6_WT_2h_BR0
4620,A,GFP_BAR_009,17,TK6_WT_2h_BR0
4621,C,GFP_BAR_009,4462,TK6_WT_2h_BR0
4622,G,GFP_BAR_009,19,TK6_WT_2h_BR0
4623,T,GFP_BAR_009,10138,TK6_WT_2h_BR0
4624,del,GFP_BAR_009,210,TK6_WT_2h_BR0
4625,del_mh,GFP_BAR_009,0,TK6_WT_2h_BR0
4626,del_nomh,GFP_BAR_009,210,TK6_WT_2h_BR0
4627,ins,GFP_BAR_009,0,TK6_WT_2h_BR0
4628,repaired,GFP_BAR_009,10138,TK6_WT_2h_BR0
4629,total,GFP_BAR_009,14846,TK6_WT_2h_BR0
4630,unrepaired,GFP_BAR_009,4462,TK6_WT_2h_BR0
4631,A,GFP_BAR_010,0,TK6_WT_2h_BR0
4632,C,GFP_BAR_010,0,TK6_WT_2h_BR0
4633,G,GFP_BAR_010,0,TK6_WT_2h_BR0
4634,T,GFP_BAR_010,0,TK6_WT_2h_BR0
4635,del,GFP_BAR_010,0,TK6_WT_2h_BR0
4636,del_mh,GFP_BAR_010,0,TK6_WT_2h_BR0
4637,del_nomh,GFP_BAR_010,0,TK6_WT_2h_BR0
4638,ins,GFP_BAR_010,0,TK6_WT_2h_BR0
4639,repaired,GFP_BAR_010,0,TK6_WT_2h_BR0
4640,total,GFP_BAR_010,7995,TK6_WT_2h_BR0
4641,unrepaired,GFP_BAR_010,0,TK6_WT_2h_BR0
4642,A,GFP_BAR_DSBR_2,0,TK6_WT_2h_BR0
4643,C,GFP_BAR_DSBR_2,0,TK6_WT_2h_BR0
4644,G,GFP_BAR_DSBR_2,0,TK6_WT_2h_BR0
4645,T,GFP_BAR_DSBR_2,0,TK6_WT_2h_BR0
4646,del,GFP_BAR_DSBR_2,199,TK6_WT_2h_BR0
4647,del_mh,GFP_BAR_DSBR_2,16,TK6_WT_2h_BR0
4648,del_nomh,GFP_BAR_DSBR_2,183,TK6_WT_2h_BR0
4649,ins,GFP_BAR_DSBR_2,20,TK6_WT_2h_BR0
4650,repaired,GFP_BAR_DSBR_2,0,TK6_WT_2h_BR0
4651,total,GFP_BAR_DSBR_2,11326,TK6_WT_2h_BR0
4652,unrepaired,GFP_BAR_DSBR_2,0,TK6_WT_2h_BR0
4653,A,GFP_BAR_003,4,U2OSPatty_OGG1_2h_BR0
4654,C,GFP_BAR_003,18286,U2OSPatty_OGG1_2h_BR0
4655,G,GFP_BAR_003,2138,U2OSPatty_OGG1_2h_BR0
4656,T,GFP_BAR_003,5,U2OSPatty_OGG1_2h_BR0
4657,del,GFP_BAR_003,3,U2OSPatty_OGG1_2h_BR0
4658,del_mh,GFP_BAR_003,0,U2OSPatty_OGG1_2h_BR0
4659,del_nomh,GFP_BAR_003,3,U2OSPatty_OGG1_2h_BR0
4660,ins,GFP_BAR_003,0,U2OSPatty_OGG1_2h_BR0
4661,repaired,GFP_BAR_003,2138,U2OSPatty_OGG1_2h_BR0
4662,total,GFP_BAR_003,20436,U2OSPatty_OGG1_2h_BR0
4663,unrepaired,GFP_BAR_003,18286,U2OSPatty_OGG1_2h_BR0
4664,A,GFP_BAR_004,0,U2OSPatty_OGG1_2h_BR0
4665,C,GFP_BAR_004,0,U2OSPatty_OGG1_2h_BR0
4666,G,GFP_BAR_004,0,U2OSPatty_OGG1_2h_BR0
4667,T,GFP_BAR_004,0,U2OSPatty_OGG1_2h_BR0
4668,del,GFP_BAR_004,0,U2OSPatty_OGG1_2h_BR0
4669,del_mh,GFP_BAR_004,0,U2OSPatty_OGG1_2h_BR0
4670,del_nomh,GFP_BAR_004,0,U2OSPatty_OGG1_2h_BR0
4671,ins,GFP_BAR_004,0,U2OSPatty_OGG1_2h_BR0
4672,repaired,GFP_BAR_004,0,U2OSPatty_OGG1_2h_BR0
4673,total,GFP_BAR_004,2266,U2OSPatty_OGG1_2h_BR0
4674,unrepaired,GFP_BAR_004,0,U2OSPatty_OGG1_2h_BR0
4675,A,GFP_BAR_005,58,U2OSPatty_OGG1_2h_BR0
4676,C,GFP_BAR_005,25159,U2OSPatty_OGG1_2h_BR0
4677,G,GFP_BAR_005,5,U2OSPatty_OGG1_2h_BR0
4678,T,GFP_BAR_005,14873,U2OSPatty_OGG1_2h_BR0
4679,del,GFP_BAR_005,70,U2OSPatty_OGG1_2h_BR0
4680,del_mh,GFP_BAR_005,2,U2OSPatty_OGG1_2h_BR0
4681,del_nomh,GFP_BAR_005,68,U2OSPatty_OGG1_2h_BR0
4682,ins,GFP_BAR_005,1,U2OSPatty_OGG1_2h_BR0
4683,repaired,GFP_BAR_005,25159,U2OSPatty_OGG1_2h_BR0
4684,total,GFP_BAR_005,40165,U2OSPatty_OGG1_2h_BR0
4685,unrepaired,GFP_BAR_005,14873,U2OSPatty_OGG1_2h_BR0
4686,A,GFP_BAR_006,5969,U2OSPatty_OGG1_2h_BR0
4687,C,GFP_BAR_006,27240,U2OSPatty_OGG1_2h_BR0
4688,G,GFP_BAR_006,7,U2OSPatty_OGG1_2h_BR0
4689,T,GFP_BAR_006,74,U2OSPatty_OGG1_2h_BR0
4690,del,GFP_BAR_006,92,U2OSPatty_OGG1_2h_BR0
4691,del_mh,GFP_BAR_006,3,U2OSPatty_OGG1_2h_BR0
4692,del_nomh,GFP_BAR_006,89,U2OSPatty_OGG1_2h_BR0
4693,ins,GFP_BAR_006,2,U2OSPatty_OGG1_2h_BR0
4694,repaired,GFP_BAR_006,27240,U2OSPatty_OGG1_2h_BR0
4695,total,GFP_BAR_006,33382,U2OSPatty_OGG1_2h_BR0
4696,unrepaired,GFP_BAR_006,5969,U2OSPatty_OGG1_2h_BR0
4697,A,GFP_BAR_007,48,U2OSPatty_OGG1_2h_BR0
4698,C,GFP_BAR_007,81,U2OSPatty_OGG1_2h_BR0
4699,G,GFP_BAR_007,11839,U2OSPatty_OGG1_2h_BR0
4700,T,GFP_BAR_007,5862,U2OSPatty_OGG1_2h_BR0
4701,del,GFP_BAR_007,972,U2OSPatty_OGG1_2h_BR0
4702,del_mh,GFP_BAR_007,2,U2OSPatty_OGG1_2h_BR0
4703,del_nomh,GFP_BAR_007,970,U2OSPatty_OGG1_2h_BR0
4704,ins,GFP_BAR_007,1,U2OSPatty_OGG1_2h_BR0
4705,repaired,GFP_BAR_007,11839,U2OSPatty_OGG1_2h_BR0
4706,total,GFP_BAR_007,18802,U2OSPatty_OGG1_2h_BR0
4707,unrepaired,GFP_BAR_007,5862,U2OSPatty_OGG1_2h_BR0
4708,A,GFP_BAR_008,245,U2OSPatty_OGG1_2h_BR0
4709,C,GFP_BAR_008,0,U2OSPatty_OGG1_2h_BR0
4710,G,GFP_BAR_008,50484,U2OSPatty_OGG1_2h_BR0
4711,T,GFP_BAR_008,15,U2OSPatty_OGG1_2h_BR0
4712,del,GFP_BAR_008,41,U2OSPatty_OGG1_2h_BR0
4713,del_mh,GFP_BAR_008,2,U2OSPatty_OGG1_2h_BR0
4714,del_nomh,GFP_BAR_008,39,U2OSPatty_OGG1_2h_BR0
4715,ins,GFP_BAR_008,2,U2OSPatty_OGG1_2h_BR0
4716,repaired,GFP_BAR_008,50484,U2OSPatty_OGG1_2h_BR0
4717,total,GFP_BAR_008,50785,U2OSPatty_OGG1_2h_BR0
4718,unrepaired,GFP_BAR_008,245,U2OSPatty_OGG1_2h_BR0
4719,A,GFP_BAR_009,90,U2OSPatty_OGG1_2h_BR0
4720,C,GFP_BAR_009,21425,U2OSPatty_OGG1_2h_BR0
4721,G,GFP_BAR_009,129,U2OSPatty_OGG1_2h_BR0
4722,T,GFP_BAR_009,32627,U2OSPatty_OGG1_2h_BR0
4723,del,GFP_BAR_009,687,U2OSPatty_OGG1_2h_BR0
4724,del_mh,GFP_BAR_009,0,U2OSPatty_OGG1_2h_BR0
4725,del_nomh,GFP_BAR_009,687,U2OSPatty_OGG1_2h_BR0
4726,ins,GFP_BAR_009,0,U2OSPatty_OGG1_2h_BR0
4727,repaired,GFP_BAR_009,32627,U2OSPatty_OGG1_2h_BR0
4728,total,GFP_BAR_009,54958,U2OSPatty_OGG1_2h_BR0
4729,unrepaired,GFP_BAR_009,21425,U2OSPatty_OGG1_2h_BR0
4730,A,GFP_BAR_010,0,U2OSPatty_OGG1_2h_BR0
4731,C,GFP_BAR_010,0,U2OSPatty_OGG1_2h_BR0
4732,G,GFP_BAR_010,0,U2OSPatty_OGG1_2h_BR0
